function,model_name,timestamp,prompt,response,status,api_call_count
call_gemini_text,gemini-3-flash-preview,2026-04-15 20:44:29,"
        당신은 매장 주문 관리 전문가입니다. 다음 데이터를 바탕으로 점주가 주문 옵션을 선택할 수 있도록 상세한 추천 근거를 생성하세요.
        
        - 매장 ID: POC_001
        - 현재 날짜: 2026-04-15
        - 캠페인 여부: 캠페인 없음
        - 공휴일/시즌 여부: 평일
        
        추천 옵션:
        - LAST_WEEK: 150건
- TWO_WEEKS_AGO: 145건
- LAST_MONTH: 160건
        
        추천 근거 생성 조건:
        - 캠페인이나 공휴일 신호가 있는 경우 이를 반영하여 특정 옵션을 더 강조할 것.
        - 점주가 의사결정을 내릴 수 있도록 각 옵션의 장단점을 짧게 언급할 것.
        - 자연스러운 문장으로 작성할 것.
        ","{
  ""store_id"": ""POC_001"",
  ""current_date"": ""2026-04-15"",
  ""analysis_summary"": ""현재 진행 중인 캠페인이 없고 공휴일이 아닌 평범한 평일이므로, 급격한 수요 변동보다는 최근의 안정적인 주문 흐름을 반영하는 것이 중요합니다."",
  ""recommendations"": [
    {
      ""option"": ""LAST_WEEK"",
      ""order_count"": 150,
      ""pros"": ""가장 최근의 소비 트렌드를 즉각적으로 반영할 수 있어 현재 시점에서 가장 정확도가 높습니다."",
      ""cons"": ""지난주에만 발생했던 특이 사항이 있을 경우 데이터가 왜곡될 수 있습니다.""
    },
    {
      ""option"": ""TWO_WEEKS_AGO"",
      ""order_count"": 145,
      ""pros"": ""가장 보수적인 수치로, 재고 과다로 인한 손실을 최소화하고 비용을 절감하기에 적합합니다."",
      ""cons"": ""수요가 소폭 상승하는 추세일 경우 재고 부족으로 인한 판매 기회 손실이 발생할 수 있습니다.""
    },
    {
      ""option"": ""LAST_MONTH"",
      ""order_count"": 160,
      ""pros"": ""가장 넉넉한 물량을 확보하여 예상치 못한 주문 폭주에도 유연하게 대응하고 품절을 방지할 수 있습니다."",
      ""cons"": ""현재의 평균 주문량보다 다소 높아 잔여 재고가 발생하거나 폐기율이 상승할 위험이 있습니다.""
    }
  ],
  ""expert_advice"": ""특별한 이벤트가 없는 평일이므로, 최근의 흐름을 가장 잘 나타내는 'LAST_WEEK(150건)'를 기준으로 발주하시되, 안전한 운영을 원하신다면 'LAST_MONTH'의 수치를 참고하여 일부 품목만 상향 조정하시는 것을 추천드립니다.""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-15 20:45:17,"
        당신은 매장 주문 관리 전문가입니다. 다음 데이터를 바탕으로 점주가 주문 옵션을 선택할 수 있도록 상세한 추천 근거를 생성하세요.
        
        - 매장 ID: POC_001
        - 현재 날짜: 2026-04-15
        - 캠페인 여부: 캠페인 없음
        - 공휴일/시즌 여부: 평일
        
        추천 옵션:
        - LAST_WEEK: 150건
- TWO_WEEKS_AGO: 145건
- LAST_MONTH: 160건
        
        추천 근거 생성 조건:
        - 캠페인이나 공휴일 신호가 있는 경우 이를 반영하여 특정 옵션을 더 강조할 것.
        - 점주가 의사결정을 내릴 수 있도록 각 옵션의 장단점을 짧게 언급할 것.
        - 자연스러운 문장으로 작성할 것.
        ","{
  ""store_id"": ""POC_001"",
  ""current_date"": ""2026-04-15"",
  ""analysis_summary"": ""현재 진행 중인 캠페인이 없고 공휴일이 아닌 평범한 평일이므로, 급격한 수요 변동보다는 최근의 안정적인 흐름을 유지하는 것이 중요합니다. 전반적으로 지난달 대비 주문량이 소폭 감소한 추세이나 지난주와 지지난주의 데이터가 유사하게 유지되고 있습니다."",
  ""recommendations"": [
    {
      ""option"": ""LAST_WEEK"",
      ""volume"": 150,
      ""pros"": ""가장 최근의 소비 패턴을 반영하므로 현재 시점의 수요와 가장 일치할 가능성이 높습니다."",
      ""cons"": ""지난주에만 발생했던 특이 사항이 있을 경우 데이터 왜곡이 발생할 수 있습니다.""
    },
    {
      ""option"": ""TWO_WEEKS_AGO"",
      ""volume"": 145,
      ""pros"": ""가장 보수적인 수치로, 재고 과다 적치 위험을 줄이고 효율적인 운영이 가능합니다."",
      ""cons"": ""주문이 몰리는 상황 발생 시 식자재 부족으로 인한 기회 손실이 발생할 수 있습니다.""
    },
    {
      ""option"": ""LAST_MONTH"",
      ""volume"": 160,
      ""pros"": ""가장 넉넉한 수량으로, 예상치 못한 주문 증가에도 유연하게 대응할 수 있어 고객 만족도가 높습니다."",
      ""cons"": ""현재의 소폭 하락 추세를 고려할 때 잔여 재고가 발생하여 폐기 비용이 늘어날 위험이 있습니다.""
    }
  ],
  ""expert_advice"": ""특별한 이벤트가 없는 평일이므로 'LAST_WEEK(150건)'를 기준으로 주문하시되, 안전한 운영을 원하신다면 'LAST_MONTH'의 수치를 참고하여 인기 품목 위주로 소량 추가 확보하시는 것을 추천드립니다.""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-15 20:48:41,"
        당신은 프랜차이즈 데이터 분석 라우터입니다.
        사용자의 질문을 분석하여, 다음 데이터베이스 스키마 중 어떤 테이블을 조회해야 할지 결정하세요.
        
        [사용자 질문]
        test
        
        [데이터베이스 스키마 정의]
        {
  ""raw_daily_store_item"": {
    ""description"": ""일별 매장 상품별 매출. 모든 컬럼은 text 타입. 수치 집계: CAST(sale_qty AS NUMERIC). 날짜 필터: sale_dt >= '20260401' 처럼 반드시 따옴표 있는 문자열 리터럴 사용(숫자 리터럴 금지)"",
    ""columns"": [
      ""sale_dt(매출일자, text YYYYMMDD, 예: '20260415')"",
      ""masked_stor_cd(매장코드, text)"",
      ""item_cd(상품코드, text)"",
      ""item_nm(상품명, text)"",
      ""sale_qty(판매수량, text→CAST AS NUMERIC)"",
      ""sale_amt(매출금액, text→CAST AS NUMERIC)"",
      ""dc_amt(할인금액, text→CAST AS NUMERIC)""
    ]
  },
  ""raw_daily_store_pay_way"": {
    ""description"": ""일별 매장 결제수단(채널)별 매출. 모든 컬럼은 text 타입"",
    ""columns"": [
      ""sale_dt(매출일자, text)"",
      ""masked_stor_cd(매장코드, text)"",
      ""pay_way_cd(결제수단코드 01:신용카드 08/09/11:모바일/간편결제, text)"",
      ""pay_dtl_cd(결제상세코드, text)"",
      ""pay_amt(결제금액, text→CAST(pay_amt AS NUMERIC)로 집계)""
    ]
  },
  ""raw_pay_cd"": {
    ""description"": ""결제수단 상세 마스터 (배달의민족, 요기요 등 확인용)"",
    ""columns"": [
      ""pay_dc_cd(결제상세코드, text)"",
      ""pay_dc_nm(결제수단명, text)""
    ]
  },
  ""raw_daily_store_item_tmzon"": {
    ""description"": ""시간대별 매장 상품 매출 (피크 시간 분석용). 모든 컬럼은 text 타입"",
    ""columns"": [
      ""sale_dt(매출일자, text)"",
      ""masked_stor_cd(매장코드, text)"",
      ""item_cd(상품코드, text)"",
      ""tmzon_div(시간대 00~23, text)"",
      ""sale_qty(판매수량, text→CAST(sale_qty AS NUMERIC)로 집계)"",
      ""sale_amt(매출금액, text→CAST(sale_amt AS NUMERIC)로 집계)""
    ]
  }
}
        
        반드시 다음 JSON 형식으로만 응답하세요:
        {
            ""intent_category"": ""channel | campaign | sales_trend | cross_sell"",
            ""required_tables"": [""테이블명1"", ""테이블명2""]
        }
        ","{
  ""intent_category"": ""sales_trend"",
  ""required_tables"": [
    ""raw_daily_store_item""
  ]
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-15 20:48:53,"
        다음 데이터베이스 스키마와 사용자의 질문을 바탕으로 실행 가능한 PostgreSQL SELECT 쿼리를 작성하세요.
        
        - [필수] 조회 대상 매장 코드는 파라미터 바인딩을 위해 반드시 `:store_id` 로 작성하세요. (예: WHERE masked_stor_cd = :store_id)
        - [필수] 오직 'SELECT' 쿼리만 작성해야 합니다. (UPDATE, DELETE 등 불가)
        - [필수] sale_dt는 bigint(숫자형)입니다. 문자열 비교 함수(LIKE, substring 등)를 사용하지 말고 크기 비교(>=, <=)를 사용하세요. (예: sale_dt >= 20240401)
        - [필수] 테이블명과 컬럼명은 영문 소문자로만 작성하고, 절대 쌍따옴표("")로 감싸지 마세요. (예: SELECT sale_amt FROM daily_stor_item)
        - [필수] sale_amt, sale_qty 등 계산이 필요한 컬럼은 DB에서 텍스트(text)로 저장되어 있을 수 있으므로 합계를 구할 때 반드시 명시적으로 CAST 함수를 사용해야 합니다. (예: SUM(CAST(sale_amt AS NUMERIC)))
        - 기간 조건이 명시되지 않았다면, 최근 데이터 조회를 가정하고 LIMIT 10 등을 사용해 데이터를 제한하세요.

        [사용자 질문]
        test
        
        [사용할 테이블 목록]
        ['raw_daily_store_item']
        
        [데이터베이스 스키마 정의]
        {
  ""raw_daily_store_item"": {
    ""description"": ""일별 매장 상품별 매출. 모든 컬럼은 text 타입. 수치 집계: CAST(sale_qty AS NUMERIC). 날짜 필터: sale_dt >= '20260401' 처럼 반드시 따옴표 있는 문자열 리터럴 사용(숫자 리터럴 금지)"",
    ""columns"": [
      ""sale_dt(매출일자, text YYYYMMDD, 예: '20260415')"",
      ""masked_stor_cd(매장코드, text)"",
      ""item_cd(상품코드, text)"",
      ""item_nm(상품명, text)"",
      ""sale_qty(판매수량, text→CAST AS NUMERIC)"",
      ""sale_amt(매출금액, text→CAST AS NUMERIC)"",
      ""dc_amt(할인금액, text→CAST AS NUMERIC)""
    ]
  },
  ""raw_daily_store_pay_way"": {
    ""description"": ""일별 매장 결제수단(채널)별 매출. 모든 컬럼은 text 타입"",
    ""columns"": [
      ""sale_dt(매출일자, text)"",
      ""masked_stor_cd(매장코드, text)"",
      ""pay_way_cd(결제수단코드 01:신용카드 08/09/11:모바일/간편결제, text)"",
      ""pay_dtl_cd(결제상세코드, text)"",
      ""pay_amt(결제금액, text→CAST(pay_amt AS NUMERIC)로 집계)""
    ]
  },
  ""raw_pay_cd"": {
    ""description"": ""결제수단 상세 마스터 (배달의민족, 요기요 등 확인용)"",
    ""columns"": [
      ""pay_dc_cd(결제상세코드, text)"",
      ""pay_dc_nm(결제수단명, text)""
    ]
  },
  ""raw_daily_store_item_tmzon"": {
    ""description"": ""시간대별 매장 상품 매출 (피크 시간 분석용). 모든 컬럼은 text 타입"",
    ""columns"": [
      ""sale_dt(매출일자, text)"",
      ""masked_stor_cd(매장코드, text)"",
      ""item_cd(상품코드, text)"",
      ""tmzon_div(시간대 00~23, text)"",
      ""sale_qty(판매수량, text→CAST(sale_qty AS NUMERIC)로 집계)"",
      ""sale_amt(매출금액, text→CAST(sale_amt AS NUMERIC)로 집계)""
    ]
  }
}
        
        반드시 다음 JSON 형식으로 응답하세요:
        {
            ""sql"": ""실행 가능한 SELECT 쿼리""
        }
        ","{
  ""sql"": ""SELECT sale_dt, item_cd, item_nm, CAST(sale_qty AS NUMERIC) AS sale_qty, CAST(sale_amt AS NUMERIC) AS sale_amt FROM raw_daily_store_item WHERE masked_stor_cd = :store_id ORDER BY sale_dt DESC LIMIT 10""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-15 20:49:00,"
        당신은 프랜차이즈 매장 점주를 돕는 AI 비서입니다.
        아래는 사용자의 질문에 대해 실제 데이터베이스를 조회한 결과입니다.
        이를 바탕으로 점주가 이해하기 쉬운 자연어 인사이트를 제공하세요.
        
        [사용자 질문]
        test
        
        [실행된 SQL 쿼리]
        SELECT sale_dt, item_cd, item_nm, CAST(sale_qty AS NUMERIC) AS sale_qty, CAST(sale_amt AS NUMERIC) AS sale_amt FROM raw_daily_store_item WHERE masked_stor_cd = :store_id ORDER BY sale_dt DESC LIMIT 10
        
        [실제 데이터 조회 결과]
        [{""sale_dt"": ""20260310"", ""item_cd"": ""832025"", ""item_nm"": ""카푸치노츄이스티"", ""sale_qty"": 12.0, ""sale_amt"": 24000.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""832027"", ""item_nm"": ""올리브츄이스티"", ""sale_qty"": 12.0, ""sale_amt"": 24000.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""832078"", ""item_nm"": ""소금우유도넛"", ""sale_qty"": 5.0, ""sale_amt"": 12500.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""842077"", ""item_nm"": ""콘버터 꽈배기 with 에쉬레 버터"", ""sale_qty"": 4.0, ""sale_amt"": 14000.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""842081"", ""item_nm"": ""씨앗츄이스틱"", ""sale_qty"": 3.0, ""sale_amt"": 7500.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""N70976"", ""item_nm"": ""음료사이즈UP(ICE)"", ""sale_qty"": 4.0, ""sale_amt"": 2000.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""N71490"", ""item_nm"": ""히비스커스애플티"", ""sale_qty"": 1.0, ""sale_amt"": 3500.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""N71572"", ""item_nm"": ""킹아메리카노 마일드"", ""sale_qty"": 1.0, ""sale_amt"": 3900.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""N90079"", ""item_nm"": ""허쉬 아이스 초코"", ""sale_qty"": 1.0, ""sale_amt"": 4000.0}, {""sale_dt"": ""20260310"", ""item_cd"": ""N90695"", ""item_nm"": ""카푸치노"", ""sale_qty"": 2.0, ""sale_amt"": 8800.0}]
        
        [요청 사항]
        1. text: 조회 결과를 바탕으로 한 요약 설명
        2. evidence: SQL 조회 결과를 근거로 작성된 문장 배열 (반드시 구체적인 수치와 함께 작성. '근거 N: ~' 형태)
        3. actions: 점주가 즉시 실행 가능한 액션 아이템 배열
        
        응답은 반드시 아래 JSON 형식을 지켜주세요:
        {
            ""text"": ""요약 설명"",
            ""evidence"": [
                ""근거 1: 최근 28일 배달 매출 2,340,000원 (전체 10,050,000원의 23.3%)"",
                ""근거 2: 요기요 비중 12.1%, 배달의민족 8.4%""
            ],
            ""actions"": [""액션 1"", ""액션 2""]
        }
        ","{
  ""text"": ""2026년 3월 10일 판매 데이터를 분석한 결과, 츄이스티 시리즈가 매장의 주력 상품으로 자리 잡고 있으며 도넛류의 판매 비중이 높게 나타났습니다. 또한 음료 사이즈 업그레이드 옵션이 활발하게 선택되고 있어 고객들의 대용량 선호도를 확인할 수 있습니다."",
  ""evidence"": [
    ""근거 1: '카푸치노츄이스티'와 '올리브츄이스티'가 각각 12개씩 판매되어 당일 최다 판매량을 기록했습니다."",
    ""근거 2: '콘버터 꽈배기 with 에쉬레 버터'는 4개 판매로 14,000원의 매출을 기록하며 도넛류 중 높은 단가를 형성하고 있습니다."",
    ""근거 3: '음료사이즈UP(ICE)' 옵션이 4건 선택되어 음료 주문 고객의 추가 매출 발생 기여도가 확인됩니다.""
  ],
  ""actions"": [
    ""판매량이 가장 높은 츄이스티 2종(카푸치노, 올리브)의 원재료 재고를 우선적으로 점검하세요."",
    ""단가가 높은 '콘버터 꽈배기'를 아메리카노와 결합한 세트 메뉴로 구성하여 객단가 상승을 유도해 보세요."",
    ""음료 주문 시 사이즈 업그레이드 혜택을 적극적으로 안내하여 부가 매출을 극대화하세요.""
  ]
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-21 13:29:22,"다음 운영 가이드 내용을 참고하여 질문에 답변하세요.

[운영 가이드]
관련 운영 가이드를 찾을 수 없습니다.

[질문] 어제 가장 많이 생산한 제품이 뭐야?

간결하고 실행 가능한 답변을 한국어로 작성하세요.","{
  ""answer"": ""제공된 운영 가이드에 관련 정보가 없습니다. 생산 관리 시스템이나 일일 생산 보고서를 확인하시기 바랍니다.""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-21 13:29:26,"다음 운영 가이드 내용을 참고하여 질문에 답변하세요.

[운영 가이드]
관련 운영 가이드를 찾을 수 없습니다.

[질문] 현재 재고가 부족해서 생산이 시급한 품목이 있어?

간결하고 실행 가능한 답변을 한국어로 작성하세요.","{
  ""answer"": ""제공된 운영 가이드에 관련 정보가 없습니다. 정확한 재고 현황 파악을 위해 재고 관리 시스템(ERP)을 즉시 확인하시기 바랍니다.""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-21 13:29:29,"다음 운영 가이드 내용을 참고하여 질문에 답변하세요.

[운영 가이드]
관련 운영 가이드를 찾을 수 없습니다.

[질문] 최근 7일간 발주량이 가장 많았던 날은 언제야?

간결하고 실행 가능한 답변을 한국어로 작성하세요.","{
  ""answer"": ""제공된 운영 가이드에 관련 정보가 포함되어 있지 않아 최근 7일간의 발주량 데이터를 확인할 수 없습니다.""
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-21 13:30:05,"[DB 스키마]
### PROD_DTL
설명: 상품 생산 이력 (매장에서 직접 제조하는 상품의 생산량)
컬럼:
  - MASKED_STOR_CD: 매장 코드
  - SALE_DT: 생산일 (YYYYMMDD 형식 문자열)
  - ITEM_NM: 상품명
  - PROD_QTY: 1차 생산 수량
  - PROD_QTY_2: 2차 생산 수량
  - PROD_QTY_3: 3차 생산 수량
주의: 총 생산량 = COALESCE(PROD_QTY,0) + COALESCE(PROD_QTY_2,0) + COALESCE(PROD_QTY_3,0)

### DAILY_STOR_ITEM
설명: 일별 매장-상품 매출 집계 (가장 기본적인 매출 원천)
컬럼:
  - MASKED_STOR_CD: 매장 코드 (필터 기준)
  - SALE_DT: 판매일 (BIGINT 형식, 예: 20260415. 비교 시 20260401 형식 사용)
  - ITEM_NM: 상품명 (예: '소금 우유 도넛', '아메리카노')
  - SALE_AMT: 매출액 (NUMERIC)
  - SALE_QTY: 판매 수량 (NUMERIC)
주의: 매출, 인기 상품, 기간별 판매 추이 분석 시 최우선 사용


[참고 예시]

[질의 예시]
질문: 어제 가장 많이 생산한 제품 3개 알려줘
SQL: SELECT ""ITEM_NM"", SUM(COALESCE(""PROD_QTY"",0) + COALESCE(""PROD_QTY_2"",0) + COALESCE(""PROD_QTY_3"",0)) as total_prod FROM ""PROD_DTL"" WHERE ""MASKED_STOR_CD"" = :store_id AND ""SALE_DT"" = TO_CHAR(CURRENT_DATE - INTERVAL '1 day', 'YYYYMMDD') GROUP BY ""ITEM_NM"" ORDER BY total_prod DESC LIMIT 3;

질문: 소금 우유 도넛의 최근 7일간 재고 흐름 보여줘
SQL: SELECT ""SALE_DT"", ""STOCK_QTY"" FROM ""SPL_DAY_STOCK_DTL"" WHERE ""MASKED_STOR_CD"" = :store_id AND ""ITEM_NM"" LIKE '%소금%우유%도넛%' AND ""SALE_DT"" >= TO_CHAR(CURRENT_DATE - INTERVAL '7 days', 'YYYYMMDD') ORDER BY ""SALE_DT"" ASC;

질문: 지난주 배달 매출 비중이 얼마나 돼?
SQL: SELECT (SUM(CASE WHEN m.""PAY_DC_NM"" IN ('요기요', '배달의민족', '쿠팡이츠', '해피오더') THEN p.""PAY_AMT"" ELSE 0 END) / SUM(p.""PAY_AMT"") * 100) as delivery_rate FROM ""DAILY_STOR_PAY_WAY"" p LEFT JOIN ""PAY_CD"" m ON p.""PAY_DTL_CD"" = m.""PAY_DC_CD"" WHERE p.""MASKED_STOR_CD"" = :store_id AND p.""SALE_DT"" >= TO_CHAR(CURRENT_DATE - INTERVAL '7 days', 'YYYYMMDD');


[응답 형식]
{
  ""sql"": ""실행할 SELECT 쿼리 (파라미터: :store_id)"",
  ""description"": ""이 쿼리가 조회하는 내용 한 문장 (점주에게 보여줄 근거 문구)"",
  ""relevant_tables"": [""사용된 테이블명 목록""]
}

[점주 질문]
어제 가장 많이 생산한 제품이 뭐야?

JSON만 반환하세요.","{
  ""sql"": ""SELECT \""ITEM_NM\"", SUM(COALESCE(\""PROD_QTY\"", 0) + COALESCE(\""PROD_QTY_2\"", 0) + COALESCE(\""PROD_QTY_3\"", 0)) AS \""TOTAL_PROD_QTY\"" FROM \""PROD_DTL\"" WHERE \""MASKED_STOR_CD\"" = :store_id AND \""SALE_DT\"" = TO_CHAR(CURRENT_DATE - INTERVAL '1 day', 'YYYYMMDD') GROUP BY \""ITEM_NM\"" ORDER BY \""TOTAL_PROD_QTY\"" DESC LIMIT 1"",
  ""description"": ""어제 생산량이 가장 많았던 제품과 그 수량을 조회합니다."",
  ""relevant_tables"": [
    ""PROD_DTL""
  ]
}",성공,1
call_gemini_text,gemini-3-flash-preview,2026-04-21 13:30:09,"다음 운영 가이드 내용을 참고하여 질문에 답변하세요.

[운영 가이드]
관련 운영 가이드를 찾을 수 없습니다.

[질문] 어제 가장 많이 생산한 제품이 뭐야?

간결하고 실행 가능한 답변을 한국어로 작성하세요.","{
  ""answer"": ""제공된 운영 가이드에 관련 정보가 없습니다. 생산 관리 시스템이나 일일 생산 보고서를 확인하시기 바랍니다.""
}",성공,1
